,,l-League,l-Year,l-Rank,l-Rank_SC,l-W_SC,l-D_SC,l-L_SC,l-+/-_SC,l-Pts_SC,l-Goals_For_SC,l-Goals_Against_SC,l-VRank_SC,l-Avg_Player_Value_(m)_SC,l-Value_(m)_SC,l-Squad_SC,l-Avg_Age_SC,l-Foreigners_SC,League,Year,Rank,Rank_SC,W_SC,D_SC,L_SC,+/-_SC,Pts_SC,Goals_For_SC,Goals_Against_SC,VRank_SC,Avg_Player_Value_(m)_SC,Value_(m)_SC,Squad_SC,Avg_Age_SC,Foreigners_SC
Portugal,SL Benfica,PO1,2019.0,1.0,0.05555555555555555,0.8235294117647058,0.08823529411764706,0.08823529411764706,2.1176470588235294,2.5588235294117645,3.0294117647058822,0.9117647058823529,0.05555555555555555,2.790665718175253,2.7307175011956435,-0.7566396151442993,-0.8487520494983853,-0.15091597807238388,PO1,2020.0,2.0,0.1111111111111111,0.7058823529411765,0.14705882352941177,0.14705882352941177,1.3235294117647058,2.264705882352941,2.088235294117647,0.7647058823529411,0.05555555555555555,2.842113220836357,2.9526685493807183,0.04448840533001275,-0.9111658755040972,-0.3341030303282273
Portugal,FC Porto,PO1,2019.0,2.0,0.1111111111111111,0.7941176470588235,0.11764705882352941,0.08823529411764706,1.588235294117647,2.5,2.176470588235294,0.5882352941176471,0.1111111111111111,2.467000294532074,2.41107028338353,-0.7566396151442993,0.7218358551808747,0.008877410474846378,PO1,2020.0,1.0,0.05555555555555555,0.7647058823529411,0.11764705882352941,0.11764705882352941,1.5294117647058822,2.411764705882353,2.176470588235294,0.6470588235294118,0.1111111111111111,2.2495522301040842,1.9154061217097205,-0.9565007145952775,-0.14064976601740925,-1.2593114220063963
Portugal,Sporting CP,PO1,2019.0,3.0,0.16666666666666666,0.6764705882352942,0.14705882352941177,0.17647058823529413,1.1470588235294117,2.176470588235294,2.1176470588235294,0.9705882352941176,0.16666666666666666,0.9110307349997244,1.1987290781976718,0.6662945864703534,0.29349369935925645,0.8078443532109977,PO1,2020.0,4.0,0.2222222222222222,0.5294117647058824,0.17647058823529413,0.29411764705882354,0.4411764705882353,1.7647058823529411,1.4411764705882353,1.0,0.16666666666666666,1.1298162889962016,1.3404160031639392,0.645081877285187,-1.131313335357435,0.12850116551085716
Portugal,SC Braga,PO1,2019.0,4.0,0.2222222222222222,0.6176470588235294,0.11764705882352941,0.2647058823529412,0.5588235294117647,1.9705882352941178,1.6470588235294117,1.088235294117647,0.2222222222222222,0.355751521960508,0.19850523177750853,-1.5697448732098152,-0.1348484564623567,-1.2694696979029956,PO1,2020.0,3.0,0.16666666666666666,0.5294117647058824,0.17647058823529413,0.29411764705882354,0.6176470588235294,1.7647058823529411,1.7941176470588236,1.1764705882352942,0.2222222222222222,0.4269163551620563,0.48674608677023307,0.2446862293150708,0.0794976938359285,-0.7967072261673118
Portugal,Vitória Guimarães SC,PO1,2019.0,5.0,0.2777777777777778,0.4411764705882353,0.20588235294117646,0.35294117647058826,0.35294117647058826,1.5294117647058822,1.3529411764705883,1.0,0.3333333333333333,-0.22922176664230287,-0.22234131440747734,-0.14681067159516242,-0.9915327681055931,-0.4705027551668444,PO1,2020.0,7.0,0.3888888888888889,0.38235294117647056,0.3235294117647059,0.29411764705882354,0.4411764705882353,1.4705882352941178,1.5588235294117647,1.1176470588235294,0.2777777777777778,-0.10434522273584405,0.04304459504694507,1.6460709972104772,-0.5809446857240886,1.5163137530281106
Portugal,Boavista FC,PO1,2019.0,8.0,0.4444444444444444,0.38235294117647056,0.14705882352941177,0.47058823529411764,-0.17647058823529413,1.2941176470588236,1.0,1.1764705882352942,0.6111111111111112,-0.49735926898156085,-0.5165772471215564,-0.3500869861115414,1.7213008854313137,0.16867079902207663,PO1,2020.0,12.0,0.6666666666666666,0.29411764705882354,0.2647058823529412,0.4411764705882353,-0.3235294117647059,1.1470588235294117,0.8235294117647058,1.1470588235294117,0.6111111111111112,-0.520363904505123,-0.5489883622537707,-0.7563028906102195,1.9507511025893054,-0.3341030303282273
Portugal,CS Marítimo,PO1,2019.0,12.0,0.6666666666666666,0.35294117647058826,0.08823529411764706,0.5588235294117647,-0.5294117647058824,1.1470588235294117,0.7647058823529411,1.2941176470588236,0.7777777777777778,-0.5401187377931368,-0.5265634363530646,1.682676159052248,-0.7059713308911826,1.7666046844943792,PO1,2020.0,11.0,0.6111111111111112,0.2647058823529412,0.35294117647058826,0.38235294117647056,-0.23529411764705882,1.1470588235294117,1.0,1.2352941176470589,0.5,-0.5081040219382483,-0.5317104498608373,-0.5561050666251615,0.6298663434692748,0.8224074592694839
Portugal,Rio Ave FC,PO1,2019.0,7.0,0.3888888888888889,0.35294117647058826,0.2647058823529412,0.38235294117647056,-0.058823529411764705,1.3235294117647058,1.4705882352941178,1.5294117647058822,0.3888888888888889,-0.43114148047474515,-0.3792671451883195,1.682676159052248,-1.8482170797488295,0.48825757611653714,PO1,2020.0,5.0,0.2777777777777778,0.4411764705882353,0.29411764705882354,0.2647058823529412,0.35294117647058826,1.6176470588235294,1.411764705882353,1.0588235294117647,0.4444444444444444,-0.47786297827329094,-0.47646814493105044,0.2446862293150708,-0.14064976601740925,-0.3341030303282273
Portugal,Vitória Setúbal FC,PO1,2019.0,13.0,0.7222222222222222,0.23529411764705882,0.35294117647058826,0.4117647058823529,-0.3235294117647059,1.0588235294117647,0.8235294117647058,1.1470588235294117,0.7222222222222222,-0.5234900554775239,-0.523888564237482,0.6662945864703534,0.4362744179664642,-0.9498829208085352,PO1,2020.0,16.0,0.8888888888888888,0.20588235294117646,0.38235294117647056,0.4117647058823529,-0.47058823529411764,1.0,0.7941176470588235,1.2647058823529411,0.8888888888888888,-0.5612301797280385,-0.5610946546107239,0.44488405330012887,1.1802349931026213,-0.5654051282477696
Portugal,CD Nacional,PO1,2019.0,17.0,0.9444444444444444,0.20588235294117646,0.20588235294117646,0.5882352941176471,-1.1764705882352942,0.8235294117647058,0.9705882352941176,2.1470588235294117,1.0,-0.5448697898833119,-0.5800608786647153,-1.1631922441770572,0.007932262144846002,0.008877410474846378,,,,,,,,,,,,,,,,,
Portugal,Gil Vicente FC,,,,,,,,,,,,,,,,,,PO1,2020.0,10.0,0.5555555555555556,0.3235294117647059,0.29411764705882354,0.38235294117647056,-0.11764705882352941,1.2647058823529411,1.1764705882352942,1.2941176470588236,1.0,-0.5424316931254973,-0.5789602510986549,-1.1566985385803357,0.0794976938359285,0.12850116551085716
Portugal,Moreirense FC,PO1,2019.0,6.0,0.3333333333333333,0.47058823529411764,0.11764705882352941,0.4117647058823529,-0.14705882352941177,1.5294117647058822,1.1470588235294117,1.2941176470588236,0.4444444444444444,-0.42549960611766224,-0.44792219615493795,-0.5533633006279204,-0.7059713308911826,-0.4705027551668444,PO1,2020.0,8.0,0.4444444444444444,0.29411764705882354,0.38235294117647056,0.3235294117647059,-0.058823529411764705,1.2647058823529411,1.2352941176470589,1.2941176470588236,0.7222222222222222,-0.5040173944159568,-0.5516917090907603,-1.3568963625653938,1.6205299128092967,-0.5654051282477696
Portugal,FC Paços de Ferreira,,,,,,,,,,,,,,,,,,PO1,2020.0,13.0,0.7222222222222222,0.3235294117647059,0.17647058823529413,0.5,-0.47058823529411764,1.1470588235294117,1.0588235294117647,1.5294117647058822,0.7777777777777778,-0.5367104145942891,-0.5540424454707511,-0.35590724264010337,0.7399400733959418,-0.5654051282477696
Portugal,Desportivo Aves (- 2020),PO1,2019.0,14.0,0.7777777777777778,0.29411764705882354,0.17647058823529413,0.5294117647058824,-0.4117647058823529,1.0588235294117647,1.0294117647058822,1.4411764705882353,0.8888888888888888,-0.5531841310411184,-0.5535796447204482,1.0728472155031112,0.5790551365736719,1.606811295947149,PO1,2020.0,18.0,1.0,0.14705882352941177,0.058823529411764705,0.7941176470588235,-1.2941176470588236,0.5,0.7058823529411765,2.0,0.8333333333333334,-0.5804373290828087,-0.5560405713937434,1.8462688211955354,-1.131313335357435,2.6728242426258215
Portugal,CD Feirense,PO1,2019.0,18.0,1.0,0.08823529411764706,0.3235294117647059,0.5882352941176471,-1.088235294117647,0.5882352941176471,0.7941176470588235,1.8823529411764706,0.9444444444444444,-0.5549657755749341,-0.574086997606581,-0.14681067159516242,1.007397292395285,-0.15091597807238388,,,,,,,,,,,,,,,,,
Portugal,Portimonense SC,PO1,2019.0,11.0,0.6111111111111112,0.3235294117647059,0.17647058823529413,0.5,-0.4411764705882353,1.1470588235294117,1.2941176470588236,1.7352941176470589,0.2777777777777778,-0.276732287544054,-0.18150493344291724,1.4793998445358691,-1.990997798356032,1.9263980730416095,PO1,2020.0,17.0,0.9444444444444444,0.20588235294117646,0.35294117647058826,0.4411764705882353,-0.4411764705882353,0.9705882352941176,0.8823529411764706,1.3235294117647058,0.3888888888888889,-0.45497786414845826,-0.4523730970361434,0.2446862293150708,-0.9111658755040972,1.2850116551085684
Portugal,CD Santa Clara,PO1,2019.0,10.0,0.5555555555555556,0.3235294117647059,0.2647058823529412,0.4117647058823529,-0.058823529411764705,1.2352941176470589,1.2647058823529411,1.3235294117647058,0.5555555555555556,-0.49676538747028887,-0.5015979632742942,0.2597419574375955,1.007397292395285,-0.3107093666196141,PO1,2020.0,9.0,0.5,0.3235294117647059,0.29411764705882354,0.38235294117647056,-0.14705882352941177,1.2647058823529411,1.0588235294117647,1.2058823529411764,0.6666666666666666,-0.5215898927618104,-0.549928656805767,-0.7563028906102195,1.1802349931026213,-0.5654051282477696
Portugal,GD Chaves,PO1,2019.0,16.0,0.8888888888888888,0.23529411764705882,0.23529411764705882,0.5294117647058824,-0.6764705882352942,0.9411764705882353,1.0,1.6764705882352942,0.5,-0.46261720057215533,-0.4742251052914996,-0.14681067159516242,1.2929587296097005,-0.15091597807238388,,,,,,,,,,,,,,,,,
Portugal,CD Tondela,PO1,2019.0,15.0,0.8333333333333334,0.2647058823529412,0.23529411764705882,0.5,-0.4117647058823529,1.0294117647058822,1.1764705882352942,1.588235294117647,0.8333333333333334,-0.48577857951175896,-0.5353013519306341,-1.5697448732098152,0.29349369935925645,-1.9086432520919168,PO1,2020.0,14.0,0.7777777777777778,0.2647058823529412,0.2647058823529412,0.47058823529411764,-0.4117647058823529,1.0588235294117647,0.8823529411764706,1.2941176470588236,0.9444444444444444,-0.5342584380809142,-0.5666188851037026,-0.9565007145952775,-0.2507234959440801,-1.4906135199259385
Portugal,FC Famalicão,,,,,,,,,,,,,,,,,,PO1,2020.0,6.0,0.3333333333333333,0.4117647058823529,0.35294117647058826,0.23529411764705882,0.058823529411764705,1.588235294117647,1.5588235294117647,1.5,0.3333333333333333,-0.22694404840459032,-0.2649018707318668,-0.5561050666251615,-1.6816819849907814,0.35980326343039937
Portugal,B SAD,PO1,2019.0,9.0,0.5,0.29411764705882354,0.38235294117647056,0.3235294117647059,-0.2647058823529412,1.2647058823529411,1.2352941176470589,1.5,0.6666666666666666,-0.5027042025830077,-0.522105316160427,-0.3500869861115414,-0.1348484564623567,-0.9498829208085352,PO1,2020.0,15.0,0.8333333333333334,0.2647058823529412,0.23529411764705882,0.5,-0.7941176470588235,1.0294117647058822,0.7941176470588235,1.588235294117647,0.5555555555555556,-0.5751247133038296,-0.5454622576837843,2.0464666451805935,-0.5809446857240886,-0.10280093240868507
United Kingdom,Chelsea FC,GB1,2020.0,4.0,0.2,0.5263157894736842,0.15789473684210525,0.3157894736842105,0.39473684210526316,1.736842105263158,1.8157894736842106,1.4210526315789473,0.2,1.2182222178274016,1.0330396079788766,-0.5004292214714366,-0.9892985260253833,0.10281451514408313,GB1,2021.0,4.0,0.2,0.5,0.2631578947368421,0.23684210526315788,0.5789473684210527,1.763157894736842,1.5263157894736843,0.9473684210526315,0.15,1.5855296097079414,1.5458332858445365,-0.22304986837273524,-3.2230873019508583e-15,0.0
United Kingdom,Arsenal FC,GB1,2020.0,8.0,0.4,0.3684210526315789,0.3684210526315789,0.2631578947368421,0.21052631578947367,1.4736842105263157,1.4736842105263157,1.263157894736842,0.3,0.7205116565119912,0.6841957571679272,-0.12974090927037285,-0.8110465393541436,0.10281451514408313,GB1,2021.0,8.0,0.4,0.47368421052631576,0.18421052631578946,0.34210526315789475,0.42105263157894735,1.605263157894737,1.4473684210526316,1.0263157894736843,0.3,0.4585017717816685,0.5788535315562308,0.4460997367454705,-0.725774738602427,0.5849831819752739
United Kingdom,Manchester United,GB1,2020.0,3.0,0.15,0.47368421052631576,0.3157894736842105,0.21052631578947367,0.7894736842105263,1.736842105263158,1.736842105263158,0.9473684210526315,0.25,0.6655160143776917,0.9072853073810395,0.7969798712322866,-1.1675505126966261,0.3084435454322494,GB1,2021.0,2.0,0.1,0.5526315789473685,0.2894736842105263,0.15789473684210525,0.7631578947368421,1.9473684210526316,1.9210526315789473,1.1578947368421053,0.2,1.1576505546143436,1.1190296639758508,-0.22304986837273524,-0.27216552697591256,0.19499439399175797
United Kingdom,Everton FC,GB1,2020.0,12.0,0.6,0.34210526315789475,0.2631578947368421,0.39473684210526316,-0.3157894736842105,1.2894736842105263,1.1578947368421053,1.4736842105263157,0.35,0.17467990832906857,0.01954520231325729,-0.6857733775719685,0.7040953473513984,-0.3084435454322494,GB1,2021.0,10.0,0.5,0.4473684210526316,0.21052631578947367,0.34210526315789475,-0.02631578947368421,1.5526315789473684,1.236842105263158,1.263157894736842,0.35,0.022232931294078925,0.19181088495185425,0.892199473490941,-0.4536092116265177,0.5849831819752739
United Kingdom,Liverpool FC,GB1,2020.0,1.0,0.05,0.8421052631578947,0.07894736842105263,0.07894736842105263,1.368421052631579,2.6052631578947367,2.236842105263158,0.868421052631579,0.1,0.9831158477032711,2.077972588793955,3.206453900539201,-1.7023064727103452,1.9534757877375792,GB1,2021.0,3.0,0.15,0.5263157894736842,0.23684210526315788,0.23684210526315788,0.6842105263157895,1.8157894736842106,1.7894736842105263,1.105263157894737,0.1,1.5505721705663076,1.834010804764685,0.6691496051182058,-0.725774738602427,0.9749719699587898
United Kingdom,Manchester City,GB1,2020.0,2.0,0.1,0.6842105263157895,0.07894736842105263,0.23684210526315788,1.763157894736842,2.1315789473684212,2.6842105263157894,0.9210526315789473,0.05,2.7622248707478603,2.2555916574349677,-0.8711175336725004,-0.09803859266918166,0.10281451514408313,GB1,2021.0,1.0,0.05,0.7105263157894737,0.13157894736842105,0.15789473684210525,1.3421052631578947,2.263157894736842,2.1842105263157894,0.8421052631578947,0.05,2.453872397986124,2.086009418264157,-0.892199473490941,-0.27216552697591256,0.0
United Kingdom,Tottenham Hotspur,GB1,2020.0,6.0,0.3,0.42105263157894735,0.2894736842105263,0.2894736842105263,0.3684210526315789,1.5526315789473684,1.605263157894737,1.236842105263158,0.15,1.6031917127674982,1.3916525075650812,-0.5004292214714366,-0.3654165726760428,-0.10281451514408313,GB1,2021.0,7.0,0.35,0.47368421052631576,0.21052631578947367,0.3157894736842105,0.6052631578947368,1.631578947368421,1.7894736842105263,1.1842105263157894,0.25,0.7968897826726834,0.880642915882179,0.22304986837273524,-0.5443310539518186,0.0
United Kingdom,Aston Villa,GB1,2020.0,17.0,0.85,0.23684210526315788,0.21052631578947367,0.5526315789473685,-0.6842105263157895,0.9210526315789473,1.0789473684210527,1.763157894736842,0.65,-0.639255595258564,-0.6513220199438483,-0.12974090927037285,0.43671736734453737,-0.10281451514408313,GB1,2021.0,11.0,0.55,0.42105263157894735,0.18421052631578946,0.39473684210526316,0.23684210526315788,1.4473684210526316,1.4473684210526316,1.2105263157894737,0.5,-0.4657729191231283,-0.09636663396829456,2.899648288845558,-1.7237150041807567,0.19499439399175797
United Kingdom,Fulham FC,,,,,,,,,,,,,,,,,,GB1,2021.0,18.0,0.9,0.13157894736842105,0.34210526315789475,0.5263157894736842,-0.6842105263157895,0.7368421052631579,0.7105263157894737,1.394736842105263,0.75,-0.7202630760742224,-0.7805419741018984,-0.4460997367454705,1.0886621079036307,1.3649607579423058
United Kingdom,Newcastle United,GB1,2020.0,13.0,0.65,0.2894736842105263,0.2894736842105263,0.42105263157894735,-0.5263157894736842,1.1578947368421053,1.0,1.5263157894736843,0.6,-0.6310062489384191,-0.5775035350166433,0.42629155903122284,0.7040953473513984,0.10281451514408313,GB1,2021.0,12.0,0.6,0.3157894736842105,0.23684210526315788,0.4473684210526316,-0.42105263157894735,1.1842105263157894,1.2105263157894737,1.631578947368421,0.7,-0.5203065241840771,-0.7246616845412481,-1.5613490786091468,1.5422713195301452,-0.9749719699587898
United Kingdom,West Bromwich Albion,,,,,,,,,,,,,,,,,,GB1,2021.0,19.0,0.95,0.13157894736842105,0.2894736842105263,0.5789473684210527,-1.0789473684210527,0.6842105263157895,0.9210526315789473,2.0,0.95,-1.1439472384708236,-1.1337340606839577,0.6691496051182058,0.8164965809277247,-1.1699663639505478
United Kingdom,Crystal Palace,GB1,2020.0,14.0,0.7,0.2894736842105263,0.2631578947368421,0.4473684210526316,-0.5,1.131578947368421,0.8157894736842105,1.3157894736842106,0.85,-0.6887516731794335,-0.8018364187102425,-1.0564616897730323,1.4171032940363604,-0.925330636296748,GB1,2021.0,14.0,0.7,0.3157894736842105,0.21052631578947367,0.47368421052631576,-0.6578947368421053,1.1578947368421053,1.0789473684210527,1.736842105263158,0.85,-0.8503047496810999,-0.9449589799245814,-0.892199473490941,2.268046058132569,-0.9749719699587898
United Kingdom,Norwich City,GB1,2020.0,20.0,1.0,0.13157894736842105,0.15789473684210525,0.7105263157894737,-1.2894736842105263,0.5526315789473685,0.6842105263157895,1.9736842105263157,0.95,-0.9527307554240712,-0.9581411991143338,-0.12974090927037285,0.2584653806732977,0.5140725757204156,,,,,,,,,,,,,,,,,
United Kingdom,Southampton FC,GB1,2020.0,11.0,0.55,0.39473684210526316,0.18421052631578946,0.42105263157894735,-0.23684210526315788,1.368421052631579,1.3421052631578947,1.5789473684210527,0.7,-0.6736278715925013,-0.7257444097044325,-0.5004292214714366,-0.7219205460185253,-0.7197016060085819,GB1,2021.0,15.0,0.75,0.3157894736842105,0.18421052631578946,0.5,-0.5526315789473685,1.131578947368421,1.236842105263158,1.7894736842105263,0.65,-0.5888231049016792,-0.6263338673335652,-0.22304986837273524,-0.6350528962771228,-0.38998878798351594
United Kingdom,West Ham United,GB1,2020.0,16.0,0.8,0.2631578947368421,0.23684210526315788,0.5,-0.34210526315789475,1.0263157894736843,1.2894736842105263,1.631578947368421,0.5,-0.3794011861739988,-0.3959057992380717,-0.12974090927037285,1.1497253140294992,0.5140725757204156,GB1,2021.0,6.0,0.3,0.5,0.21052631578947367,0.2894736842105263,0.39473684210526316,1.7105263157894737,1.631578947368421,1.236842105263158,0.55,-0.4014512311025223,-0.4397080284803676,-0.22304986837273524,1.179383950228935,0.0
United Kingdom,Sheffield United,GB1,2020.0,9.0,0.45,0.3684210526315789,0.3157894736842105,0.3157894736842105,0.0,1.4210526315789473,1.0263157894736843,1.0263157894736843,1.0,-0.9169835880367765,-0.9820487257534143,-0.8711175336725004,1.862733260714461,-1.3365886968730807,GB1,2021.0,20.0,1.0,0.18421052631578946,0.05263157894736842,0.7631578947368421,-1.131578947368421,0.6052631578947368,0.5263157894736842,1.6578947368421053,0.9,-1.078227252884552,-1.1025700530443645,0.0,-0.27216552697591256,-1.5599551519340638
United Kingdom,Wolverhampton Wanderers,GB1,2020.0,7.0,0.35,0.39473684210526316,0.3684210526315789,0.23684210526315788,0.2894736842105263,1.5526315789473684,1.3421052631578947,1.0526315789473684,0.45,-0.47701845096238044,-0.3364744588707889,0.9823240273328185,-1.8805584593815847,1.542217727161247,GB1,2021.0,13.0,0.65,0.3157894736842105,0.23684210526315788,0.4473684210526316,-0.42105263157894735,1.1842105263157894,0.9473684210526315,1.368421052631579,0.45,0.05439377530438205,-0.02633716852529999,-0.4460997367454705,-1.1793839502289414,1.7549495459258215
United Kingdom,Burnley FC,GB1,2020.0,10.0,0.5,0.39473684210526316,0.23684210526315788,0.3684210526315789,-0.18421052631578946,1.4210526315789473,1.131578947368421,1.3157894736842106,0.9,-0.8344901248353273,-0.892244524648518,-0.6857733775719685,0.9714733273582596,-2.1591048180257455,GB1,2021.0,17.0,0.85,0.2631578947368421,0.23684210526315788,0.5,-0.5789473684210527,1.0263157894736843,0.868421052631579,1.4473684210526316,1.0,-1.0250919453892688,-1.165435378800096,-1.784398946981882,1.2701057925542392,-2.3399327279010955
United Kingdom,Leeds United,,,,,,,,,,,,,,,,,,GB1,2021.0,9.0,0.45,0.47368421052631576,0.13157894736842105,0.39473684210526316,0.21052631578947367,1.5526315789473684,1.631578947368421,1.4210526315789473,0.8,-0.7482290273875292,-0.7864523893438904,-0.22304986837273524,-0.6350528962771228,0.0
United Kingdom,Leicester City,GB1,2020.0,5.0,0.25,0.47368421052631576,0.21052631578947367,0.3157894736842105,0.6842105263157895,1.631578947368421,1.763157894736842,1.0789473684210527,0.4,0.2887958657577401,-0.014024801659894098,-1.2418058458735644,0.614969354015777,-0.925330636296748,GB1,2021.0,5.0,0.25,0.5263157894736842,0.15789473684210525,0.3157894736842105,0.47368421052631576,1.736842105263158,1.7894736842105263,1.3157894736842106,0.4,0.1830371513455943,0.19001985003003855,0.0,0.09072184232530095,0.38998878798351594
United Kingdom,Watford FC,GB1,2020.0,19.0,0.95,0.21052631578947367,0.2631578947368421,0.5263157894736842,-0.7368421052631579,0.8947368421052632,0.9473684210526315,1.6842105263157894,0.8,-0.8399896890487573,-0.7653534620113784,0.7969798712322866,0.43671736734453737,1.1309596665849144,,,,,,,,,,,,,,,,,
United Kingdom,Brighton & Hove Albion,GB1,2020.0,15.0,0.75,0.23684210526315788,0.3684210526315789,0.39473684210526316,-0.39473684210526316,1.0789473684210527,1.0263157894736843,1.4210526315789473,0.75,-0.864737728009192,-0.7611616519914506,1.1676681834333504,-0.4545425660116642,1.3365886968730807,GB1,2021.0,16.0,0.8,0.23684210526315788,0.3684210526315789,0.39473684210526316,-0.15789473684210525,1.0789473684210527,1.0526315789473684,1.2105263157894737,0.6,-0.7202630760742224,-0.5991101365219664,1.3382992102364115,-0.8164965809277279,1.3649607579423058
United Kingdom,AFC Bournemouth,GB1,2020.0,18.0,0.9,0.23684210526315788,0.18421052631578946,0.5789473684210527,-0.6578947368421053,0.8947368421052632,1.0526315789473684,1.7105263157894737,0.55,-0.518265182563105,-0.5075216219720842,0.05560324683015904,-0.3654165726760428,-1.1309596665849144,,,,,,,,,,,,,,,,,
Spain,FC Barcelona,ES1,2020.0,2.0,0.1,0.6578947368421053,0.18421052631578946,0.15789473684210525,1.263157894736842,2.1578947368421053,2.263157894736842,1.0,0.05,1.936584201992727,2.4723205256706597,2.2591486802293237,-1.6571851757715186,2.082500501804511,ES1,2021.0,3.0,0.15,0.631578947368421,0.18421052631578946,0.18421052631578946,1.236842105263158,2.0789473684210527,2.236842105263158,1.0,0.05,2.6078115137301134,2.236759840222854,-1.363671546232086,-0.7836693042996707,1.3446628131917726
Spain,Real Madrid,ES1,2020.0,1.0,0.05,0.6842105263157895,0.23684210526315788,0.07894736842105263,1.1842105263157894,2.289473684210526,1.8421052631578947,0.6578947368421053,0.1,2.6788476916177246,2.410285086781969,-0.730901043603606,-0.259559123916016,1.4817792032070556,ES1,2021.0,2.0,0.1,0.6578947368421053,0.23684210526315788,0.10526315789473684,1.0263157894736843,2.210526315789474,1.763157894736842,0.7368421052631579,0.1,2.013233935426188,2.130651976591679,0.10264194434004995,-1.1079462578029846,0.7683787503952986
Spain,Villarreal CF,ES1,2020.0,5.0,0.25,0.47368421052631576,0.15789473684210525,0.3684210526315789,0.3684210526315789,1.5789473684210527,1.6578947368421053,1.2894736842105263,0.45,-0.184360029192057,-0.23577219677816671,-0.730901043603606,0.5390843342871243,-0.32038469258530927,ES1,2021.0,7.0,0.35,0.39473684210526316,0.34210526315789475,0.2631578947368421,0.42105263157894735,1.5263157894736843,1.5789473684210527,1.1578947368421053,0.3,0.12466022656227223,0.12715731482289372,-0.19062075377437726,0.08106923837582748,0.0
Spain,Real Betis Balompié,ES1,2020.0,15.0,0.75,0.2631578947368421,0.2894736842105263,0.4473684210526316,-0.3157894736842105,1.0789473684210527,1.263157894736842,1.5789473684210527,0.35,-0.16962194546304088,-0.10190624970257137,0.9302376918591327,-0.8585417175683747,-0.5206251254511276,ES1,2021.0,6.0,0.3,0.4473684210526316,0.2631578947368421,0.2894736842105263,0.0,1.605263157894737,1.3157894736842106,1.3157894736842106,0.4,-0.13959647490613894,-0.2166807623636233,-1.070408848117659,1.0539000988857687,-0.19209468759882464
Spain,RCD Espanyol Barcelona,ES1,2020.0,20.0,1.0,0.13157894736842105,0.2631578947368421,0.6052631578947368,-0.8157894736842105,0.6578947368421053,0.7105263157894737,1.5263157894736843,0.6,-0.5085978712304132,-0.43328732979158374,1.5946931860442282,-0.05989825936523091,-0.12014425971949093,,,,,,,,,,,,,,,,,
Spain,Sevilla FC,ES1,2020.0,4.0,0.2,0.5,0.34210526315789475,0.15789473684210525,0.5263157894736842,1.8421052631578947,1.4210526315789473,0.8947368421052632,0.3,0.09700338745279749,0.08723991605604957,-0.0664455494185105,-0.15972869164062523,0.6808174717437824,ES1,2021.0,4.0,0.2,0.631578947368421,0.13157894736842105,0.23684210526315788,0.5263157894736842,2.026315789473684,1.394736842105263,0.868421052631579,0.2,0.5382794114693502,0.6360295692220201,0.39590464245447715,-0.24320771512748246,0.7683787503952986
Spain,Valencia CF,ES1,2020.0,9.0,0.45,0.3684210526315789,0.2894736842105263,0.34210526315789475,-0.18421052631578946,1.394736842105263,1.2105263157894737,1.394736842105263,0.2,0.7052842977231022,0.5865632762581233,-0.730901043603606,-0.3593895561914103,0.8810579046096007,ES1,2021.0,13.0,0.65,0.2631578947368421,0.34210526315789475,0.39473684210526316,-0.07894736842105263,1.131578947368421,1.3157894736842106,1.394736842105263,0.35,0.10168138295632329,0.07147093600882296,-0.4838834518888045,-1.2160385756374237,1.3446628131917726
Spain,Athletic Bilbao,ES1,2020.0,11.0,0.55,0.34210526315789475,0.3157894736842105,0.34210526315789475,0.07894736842105263,1.3421052631578947,1.0789473684210527,1.0,0.4,-0.14416525538564923,-0.2242507934273936,-1.0631287906961537,0.43925390201173353,-2.1225485883776742,ES1,2021.0,9.0,0.45,0.2894736842105263,0.34210526315789475,0.3684210526315789,0.10526315789473684,1.2105263157894737,1.2105263157894737,1.105263157894737,0.45,-0.12667087537779279,-0.2310579728938015,-1.363671546232086,0.08106923837582748,-2.113041563587071
Spain,Atlético de Madrid,ES1,2020.0,3.0,0.15,0.47368421052631576,0.42105263157894735,0.10526315789473684,0.631578947368421,1.8421052631578947,1.3421052631578947,0.7105263157894737,0.15,1.8923699508056788,1.6837236246615521,-0.730901043603606,-1.0582025821191599,0.6808174717437824,ES1,2021.0,1.0,0.05,0.6842105263157895,0.21052631578947367,0.10526315789473684,1.105263157894737,2.263157894736842,1.763157894736842,0.6578947368421053,0.15,1.8035519875219055,2.0731431344709663,0.6891673405689044,-0.9998539399685492,1.5367575007905971
Spain,Getafe CF,ES1,2020.0,8.0,0.4,0.3684210526315789,0.3157894736842105,0.3157894736842105,0.15789473684210525,1.4210526315789473,1.131578947368421,0.9736842105263158,0.5,-0.3183426085467496,-0.36048106757497184,-0.730901043603606,2.136371250693412,0.8810579046096007,ES1,2021.0,15.0,0.75,0.23684210526315788,0.2894736842105263,0.47368421052631576,-0.39473684210526316,1.0,0.7368421052631579,1.131578947368421,0.5,-0.303320735598524,-0.36895769642973675,-1.070408848117659,-0.45939235079636087,1.1525681255929479
